13F	0001364742	BlackRockInc.	2018-05-09
nameOfIssuer	titleOfClass	cusip	value	shrsOrPrnAmt	sshPrnamt	sshPrnamtType	investmentDiscretion	otherManager	votingAuthority	Sole	Shared	None
REGENCY CTRS CORP	COM	758849103	4946		83860	SH	SOLE	20		0	0	83860
REGENCY CTRS CORP	COM	758849103	287181		4869131	SH	SOLE	21		4869131	0	0
REGENCY CTRS CORP	COM	758849103	381135		6462101	SH	SOLE	22		5652930	0	809171
REGENCY CTRS CORP	COM	758849103	11372		192816	SH	SOLE	23		192816	0	0
REGENCY CTRS CORP	COM	758849103	24127		409071	SH	SOLE	25		409071	0	0
REGENCY CTRS CORP	COM	758849103	29481		499851	SH	SOLE	26		182587	0	317264
REGENCY CTRS CORP	COM	758849103	3264		55338	SH	SOLE	28		55338	0	0
REGENCY CTRS CORP	COM	758849103	5590		94784	SH	SOLE	29		55934	0	38850
REGENCY CTRS CORP	COM	758849103	66872		1133800	SH	SOLE	30		1133800	0	0
REGENCY CTRS CORP	COM	758849103	4086		69284	SH	SOLE	31		29867	0	39417
REGENCY CTRS CORP	COM	758849103	4261		72251	SH	SOLE	34		72251	0	0
REGENCY CTRS CORP	COM	758849103	7941		134645	SH	SOLE	36		134645	0	0
REGENCY CTRS CORP	COM	758849103	182		3078	SH	SOLE	40		3078	0	0
REGENERON PHARMACEUTICALS	COM	75886F107	40259		116911	SH	SOLE	2		45347	0	71564
REGENERON PHARMACEUTICALS	COM	75886F107	10012		29075	SH	SOLE	4		27043	0	2032
REGENERON PHARMACEUTICALS	COM	75886F107	19935		57889	SH	SOLE	7		57289	0	600
REGENERON PHARMACEUTICALS	COM	75886F107	2369		6879	SH	SOLE	13		6879	0	0
REGENERON PHARMACEUTICALS	COM	75886F107	241		699	SH	SOLE	15		699	0	0
REGENERON PHARMACEUTICALS	COM	75886F107	58223		169075	SH	SOLE	18		158521	0	10554
REGENERON PHARMACEUTICALS	COM	75886F107	52394		152148	SH	SOLE	19		152148	0	0
REGENERON PHARMACEUTICALS	COM	75886F107	12214		35469	SH	SOLE	20		0	0	35469
REGENERON PHARMACEUTICALS	COM	75886F107	846143		2457146	SH	SOLE	21		2457146	0	0
REGENERON PHARMACEUTICALS	COM	75886F107	737657		2142110	SH	SOLE	22		1741513	0	400597
REGENERON PHARMACEUTICALS	COM	75886F107	35849		104104	SH	SOLE	23		104104	0	0
REGENERON PHARMACEUTICALS	COM	75886F107	21996		63875	SH	SOLE	25		63875	0	0
REGENERON PHARMACEUTICALS	COM	75886F107	69969		203185	SH	SOLE	26		75607	0	127578
REGENERON PHARMACEUTICALS	COM	75886F107	4109		11932	SH	SOLE	28		11932	0	0
REGENERON PHARMACEUTICALS	COM	75886F107	5865		17033	SH	SOLE	29		4579	0	12454
REGENERON PHARMACEUTICALS	COM	75886F107	91178		264776	SH	SOLE	30		264776	0	0
REGENERON PHARMACEUTICALS	COM	75886F107	15021		43621	SH	SOLE	31		18006	0	25615
REGENERON PHARMACEUTICALS	COM	75886F107	5268		15299	SH	SOLE	32		15299	0	0
REGENERON PHARMACEUTICALS	COM	75886F107	12283		35669	SH	SOLE	34		35669	0	0
REGENERON PHARMACEUTICALS	COM	75886F107	25365		73658	SH	SOLE	36		73658	0	0
REGENERON PHARMACEUTICALS	COM	75886F107	541		1572	SH	SOLE	40		1572	0	0
REGENXBIO INC	COM	75901B107	177		5929	SH	SOLE	2		2305	0	3624
REGENXBIO INC	COM	75901B107	24		793	SH	SOLE	7		793	0	0
REGENXBIO INC	COM	75901B107	2957		99054	SH	SOLE	18		99054	0	0
REGENXBIO INC	COM	75901B107	878		29412	SH	SOLE	19		29412	0	0
REGENXBIO INC	COM	75901B107	38336		1284297	SH	SOLE	21		1284297	0	0
REGENXBIO INC	COM	75901B107	23413		784361	SH	SOLE	22		738503	0	45858
REGENXBIO INC	COM	75901B107	115		3865	SH	SOLE	26		0	0	3865
REGENXBIO INC	COM	75901B107	97		3237	SH	SOLE	28		3237	0	0
REGENXBIO INC	COM	75901B107	185		6206	SH	SOLE	30		6206	0	0
REGENXBIO INC	COM	75901B107	114		3812	SH	SOLE	40		3812	0	0
REGIONAL HEALTH PPTYS INC	COM	75903M101	3		8467	SH	SOLE	21		8467	0	0
REGIONAL MGMT CORP	COM	75902K106	65		2027	SH	SOLE	2		535	0	1492
REGIONAL MGMT CORP	COM	75902K106	14		425	SH	SOLE	7		425	0	0
REGIONAL MGMT CORP	COM	75902K106	1172		36818	SH	SOLE	18		36818	0	0
REGIONAL MGMT CORP	COM	75902K106	250		7850	SH	SOLE	19		7850	0	0
REGIONAL MGMT CORP	COM	75902K106	10876		341580	SH	SOLE	21		341580	0	0
REGIONAL MGMT CORP	COM	75902K106	7026		220667	SH	SOLE	22		209878	0	10789
REGIONS FINL CORP NEW	COM	7591EP100	27305		1469605	SH	SOLE	2		349007	0	1120598
REGIONS FINL CORP NEW	COM	7591EP100	8004		430789	SH	SOLE	4		399021	0	31768
REGIONS FINL CORP NEW	COM	7591EP100	19218		1034325	SH	SOLE	7		936735	0	97590
REGIONS FINL CORP NEW	COM	7591EP100	765		41197	SH	SOLE	13		41197	0	0
REGIONS FINL CORP NEW	COM	7591EP100	156		8398	SH	SOLE	15		8398	0	0
REGIONS FINL CORP NEW	COM	7591EP100	155687		8379291	SH	SOLE	18		8017548	0	361743
REGIONS FINL CORP NEW	COM	7591EP100	68701		3697598	SH	SOLE	19		3697598	0	0
REGIONS FINL CORP NEW	COM	7591EP100	9643		519018	SH	SOLE	20		0	0	519018
REGIONS FINL CORP NEW	COM	7591EP100	515441		27741722	SH	SOLE	21		27741722	0	0
REGIONS FINL CORP NEW	COM	7591EP100	579092		31167501	SH	SOLE	22		25323618	0	5843883
REGIONS FINL CORP NEW	COM	7591EP100	30018		1615627	SH	SOLE	23		1615627	0	0
REGIONS FINL CORP NEW	COM	7591EP100	23707		1275960	SH	SOLE	25		1208149	0	67811
REGIONS FINL CORP NEW	COM	7591EP100	66025		3553573	SH	SOLE	26		1234142	0	2319431
REGIONS FINL CORP NEW	COM	7591EP100	3255		175202	SH	SOLE	28		175202	0	0
REGIONS FINL CORP NEW	COM	7591EP100	6322		340243	SH	SOLE	29		43738	0	296505
REGIONS FINL CORP NEW	COM	7591EP100	85184		4584710	SH	SOLE	30		4584710	0	0
REGIONS FINL CORP NEW	COM	7591EP100	9481		510280	SH	SOLE	31		253463	0	256817
REGIONS FINL CORP NEW	COM	7591EP100	27682		1489857	SH	SOLE	34		1489857	0	0
REGIONS FINL CORP NEW	COM	7591EP100	22382		1204650	SH	SOLE	36		1204650	0	0
REGIONS FINL CORP NEW	COM	7591EP100	365		19633	SH	SOLE	40		19633	0	0
REGIS CORP MINN	COM	758932107	124		8221	SH	SOLE	2		1490	0	6731
REGIS CORP MINN	COM	758932107	7		440	SH	SOLE	4		440	0	0
REGIS CORP MINN	COM	758932107	15		960	SH	SOLE	7		960	0	0
REGIS CORP MINN	COM	758932107	2635		174173	SH	SOLE	18		174173	0	0
REGIS CORP MINN	COM	758932107	412		27254	SH	SOLE	19		27254	0	0
REGIS CORP MINN	COM	758932107	50680		3349611	SH	SOLE	21		3349611	0	0
REGIS CORP MINN	COM	758932107	15012		992195	SH	SOLE	22		904924	0	87271
REGIS CORP MINN	COM	758932107	23		1551	SH	SOLE	23		1551	0	0
REGIS CORP MINN	COM	758932107	595		39347	SH	SOLE	26		22513	0	16834
REGIS CORP MINN	COM	758932107	84		5530	SH	SOLE	28		5530	0	0
REGIS CORP MINN	COM	758932107	761		50320	SH	SOLE	30		50320	0	0
REGIS CORP MINN	COM	758932107	72		4790	SH	SOLE	40		4790	0	0
REGULUS THERAPEUTICS INC	COM	75915K101	10		14005	SH	SOLE	18		14005	0	0
REGULUS THERAPEUTICS INC	COM	75915K101	140		195131	SH	SOLE	21		195131	0	0
REGULUS THERAPEUTICS INC	COM	75915K101	410		571656	SH	SOLE	22		571656	0	0
REINSURANCE GROUP AMER INC	COM NEW	759351604	14956		97116	SH	SOLE	2		37454	0	59662
REINSURANCE GROUP AMER INC	COM NEW	759351604	3662		23776	SH	SOLE	4		22194	0	1582
REINSURANCE GROUP AMER INC	COM NEW	759351604	3864		25093	SH	SOLE	7		15215	0	9878
REINSURANCE GROUP AMER INC	COM NEW	759351604	286		1858	SH	SOLE	13		1858	0	0
REINSURANCE GROUP AMER INC	COM NEW	759351604	35491		230461	SH	SOLE	18		224437	0	6024
REINSURANCE GROUP AMER INC	COM NEW	759351604	10512		68259	SH	SOLE	19		68259	0	0
REINSURANCE GROUP AMER INC	COM NEW	759351604	5180		33638	SH	SOLE	20		0	0	33638
REINSURANCE GROUP AMER INC	COM NEW	759351604	450870		2927727	SH	SOLE	21		2927727	0	0
REINSURANCE GROUP AMER INC	COM NEW	759351604	333462		2165337	SH	SOLE	22		1915485	0	249852
REINSURANCE GROUP AMER INC	COM NEW	759351604	12898		83750	SH	SOLE	23		83750	0	0
REINSURANCE GROUP AMER INC	COM NEW	759351604	492		3193	SH	SOLE	25		3193	0	0
REINSURANCE GROUP AMER INC	COM NEW	759351604	17605		114321	SH	SOLE	26		48491	0	65830
REINSURANCE GROUP AMER INC	COM NEW	759351604	1518		9855	SH	SOLE	28		9855	0	0
REINSURANCE GROUP AMER INC	COM NEW	759351604	3540		22990	SH	SOLE	29		1909	0	21081
REINSURANCE GROUP AMER INC	COM NEW	759351604	14645		95096	SH	SOLE	30		95096	0	0
REINSURANCE GROUP AMER INC	COM NEW	759351604	3452		22415	SH	SOLE	31		12516	0	9899
REINSURANCE GROUP AMER INC	COM NEW	759351604	3297		21408	SH	SOLE	34		21408	0	0
REINSURANCE GROUP AMER INC	COM NEW	759351604	3532		22937	SH	SOLE	36		22937	0	0
REINSURANCE GROUP AMER INC	COM NEW	759351604	200		1296	SH	SOLE	40		1296	0	0
REIS INC	COM	75936P105	5		249	SH	SOLE	2		249	0	0
REIS INC	COM	75936P105	683		31831	SH	SOLE	18		31831	0	0
REIS INC	COM	75936P105	152		7073	SH	SOLE	19		7073	0	0
REIS INC	COM	75936P105	6424		299485	SH	SOLE	21		299485	0	0
REIS INC	COM	75936P105	5525		257576	SH	SOLE	22		250105	0	7471
RELIANCE STEEL & ALUMINUM CO	COM	759509102	6208		72407	SH	SOLE	2		37313	0	35094
RELIANCE STEEL & ALUMINUM CO	COM	759509102	146		1705	SH	SOLE	4		1705	0	0
RELIANCE STEEL & ALUMINUM CO	COM	759509102	237		2759	SH	SOLE	7		2759	0	0
RELIANCE STEEL & ALUMINUM CO	COM	759509102	38814		452690	SH	SOLE	18		452467	0	223
RELIANCE STEEL & ALUMINUM CO	COM	759509102	19543		227934	SH	SOLE	19		227934	0	0
RELIANCE STEEL & ALUMINUM CO	COM	759509102	284361		3316548	SH	SOLE	21		3316548	0	0
RELIANCE STEEL & ALUMINUM CO	COM	759509102	214745		2504605	SH	SOLE	22		2236153	0	268452
RELIANCE STEEL & ALUMINUM CO	COM	759509102	951		11088	SH	SOLE	23		11088	0	0
RELIANCE STEEL & ALUMINUM CO	COM	759509102	948		11052	SH	SOLE	25		11052	0	0
RELIANCE STEEL & ALUMINUM CO	COM	759509102	1935		22563	SH	SOLE	26		13788	0	8775
RELIANCE STEEL & ALUMINUM CO	COM	759509102	865		10088	SH	SOLE	28		10088	0	0
RELIANCE STEEL & ALUMINUM CO	COM	759509102	2763		32225	SH	SOLE	29		3004	0	29221
RELIANCE STEEL & ALUMINUM CO	COM	759509102	1253		14610	SH	SOLE	30		14610	0	0
RELIANCE STEEL & ALUMINUM CO	COM	759509102	369		4307	SH	SOLE	31		1512	0	2795
RELIANCE STEEL & ALUMINUM CO	COM	759509102	5322		62066	SH	SOLE	34		62066	0	0
RELIANCE STEEL & ALUMINUM CO	COM	759509102	883		10299	SH	SOLE	36		10299	0	0
RELIANCE STEEL & ALUMINUM CO	COM	759509102	648		7553	SH	SOLE	40		7553	0	0
RELIANT BANCORP INC	COM	75956B101	22		959	SH	SOLE	2		417	0	542
RELIANT BANCORP INC	COM	75956B101	556		24378	SH	SOLE	18		24378	0	0
RELIANT BANCORP INC	COM	75956B101	127		5563	SH	SOLE	19		5563	0	0
RELIANT BANCORP INC	COM	75956B101	4919		215833	SH	SOLE	21		215833	0	0
RELIANT BANCORP INC	COM	75956B101	1387		60869	SH	SOLE	22		56029	0	4840
RELIV INTL INC	COM NEW	75952R209	1		258	SH	SOLE	21		258	0	0
RELM WIRELESS CORP	COM	759525108	6		1523	SH	SOLE	18		1523	0	0
RELM WIRELESS CORP	COM	759525108	111		28017	SH	SOLE	21		28017	0	0
RELX PLC	SPONSORED ADR	759530108	10		492	SH	SOLE	18		284	0	208
REMARK HLDGS INC	COM	75955K102	17		2987	SH	SOLE	18		2987	0	0
REMARK HLDGS INC	COM	75955K102	264		46476	SH	SOLE	21		46476	0	0
REMARK HLDGS INC	COM	75955K102	734		129288	SH	SOLE	22		129288	0	0
RENAISSANCERE HOLDINGS LTD	COM	G7496G103	9397		67840	SH	SOLE	2		32228	0	35612
RENAISSANCERE HOLDINGS LTD	COM	G7496G103	1466		10584	SH	SOLE	4		9487	0	1097
RENAISSANCERE HOLDINGS LTD	COM	G7496G103	6508		46988	SH	SOLE	7		40718	0	6270
RENAISSANCERE HOLDINGS LTD	COM	G7496G103	50		362	SH	SOLE	15		362	0	0
RENAISSANCERE HOLDINGS LTD	COM	G7496G103	19233		138860	SH	SOLE	18		135177	0	3683
RENAISSANCERE HOLDINGS LTD	COM	G7496G103	1031		7446	SH	SOLE	19		7446	0	0
RENAISSANCERE HOLDINGS LTD	COM	G7496G103	4518		32621	SH	SOLE	20		0	0	32621
RENAISSANCERE HOLDINGS LTD	COM	G7496G103	330985		2389609	SH	SOLE	21		2389609	0	0
RENAISSANCERE HOLDINGS LTD	COM	G7496G103	217037		1566943	SH	SOLE	22		1414513	0	152430
RENAISSANCERE HOLDINGS LTD	COM	G7496G103	6124		44214	SH	SOLE	23		44214	0	0
RENAISSANCERE HOLDINGS LTD	COM	G7496G103	4351		31410	SH	SOLE	25		31410	0	0
RENAISSANCERE HOLDINGS LTD	COM	G7496G103	26324		190049	SH	SOLE	26		55172	0	134877
RENAISSANCERE HOLDINGS LTD	COM	G7496G103	857		6186	SH	SOLE	28		6186	0	0
RENAISSANCERE HOLDINGS LTD	COM	G7496G103	1504		10862	SH	SOLE	29		716	0	10146
RENAISSANCERE HOLDINGS LTD	COM	G7496G103	12295		88769	SH	SOLE	30		88769	0	0
RENAISSANCERE HOLDINGS LTD	COM	G7496G103	3353		24209	SH	SOLE	31		8078	0	16131
RENAISSANCERE HOLDINGS LTD	COM	G7496G103	284		2048	SH	SOLE	34		2048	0	0
RENAISSANCERE HOLDINGS LTD	COM	G7496G103	7477		53980	SH	SOLE	36		53980	0	0
RENAISSANCERE HOLDINGS LTD	COM	G7496G103	112		810	SH	SOLE	40		810	0	0
RENASANT CORP	COM	75970E107	378		8876	SH	SOLE	2		1899	0	6977
RENASANT CORP	COM	75970E107	10		241	SH	SOLE	4		241	0	0
RENASANT CORP	COM	75970E107	41		963	SH	SOLE	7		963	0	0
RENASANT CORP	COM	75970E107	6465		151907	SH	SOLE	18		151907	0	0
RENASANT CORP	COM	75970E107	1548		36373	SH	SOLE	19		36373	0	0
RENASANT CORP	COM	75970E107	59370		1394983	SH	SOLE	21		1394983	0	0
RENASANT CORP	COM	75970E107	58492		1374353	SH	SOLE	22		1293802	0	80551
RENASANT CORP	COM	75970E107	1010		23728	SH	SOLE	26		11197	0	12531
RENASANT CORP	COM	75970E107	390		9152	SH	SOLE	28		9152	0	0
RENASANT CORP	COM	75970E107	392		9221	SH	SOLE	30		9221	0	0
RENASANT CORP	COM	75970E107	171		4026	SH	SOLE	40		4026	0	0
RENEWABLE ENERGY GROUP INC	COM NEW	75972A301	393		30691	SH	SOLE	2		23399	0	7292
RENEWABLE ENERGY GROUP INC	COM NEW	75972A301	10		813	SH	SOLE	7		813	0	0
RENEWABLE ENERGY GROUP INC	COM NEW	75972A301	1765		137926	SH	SOLE	18		137926	0	0
RENEWABLE ENERGY GROUP INC	COM NEW	75972A301	681		53197	SH	SOLE	19		53197	0	0
RENEWABLE ENERGY GROUP INC	COM NEW	75972A301	18265		1426988	SH	SOLE	21		1426988	0	0
RENEWABLE ENERGY GROUP INC	COM NEW	75972A301	17820		1392208	SH	SOLE	22		1308836	0	83372
RENEWABLE ENERGY GROUP INC	COM NEW	75972A301	59		4605	SH	SOLE	28		4605	0	0
RENEWABLE ENERGY GROUP INC	COM NEW	75972A301	127		9948	SH	SOLE	29		0	0	9948
RENEWABLE ENERGY GROUP INC	COM NEW	75972A301	1830		142934	SH	SOLE	30		142934	0	0
RENEWABLE ENERGY GROUP INC	COM NEW	75972A301	37		2886	SH	SOLE	40		2886	0	0
RENREN INC	SPON ADR A NEW	759892201	1845		219690	SH	SOLE	21		219690	0	0
RENREN INC	SPON ADR A NEW	759892201	675		80323	SH	SOLE	22		80323	0	0
RENREN INC	SPON ADR A NEW	759892201	73		8664	SH	SOLE	30		8664	0	0
RENT A CTR INC NEW	COM	76009N100	84		9784	SH	SOLE	2		1798	0	7986
RENT A CTR INC NEW	COM	76009N100	3		376	SH	SOLE	4		376	0	0
RENT A CTR INC NEW	COM	76009N100	12		1381	SH	SOLE	7		1381	0	0
RENT A CTR INC NEW	COM	76009N100	1807		209353	SH	SOLE	18		209353	0	0
RENT A CTR INC NEW	COM	76009N100	307		35631	SH	SOLE	19		35631	0	0
RENT A CTR INC NEW	COM	76009N100	39865		4619390	SH	SOLE	21		4619390	0	0
RENT A CTR INC NEW	COM	76009N100	12979		1503945	SH	SOLE	22		1388891	0	115054
RENT A CTR INC NEW	COM	76009N100	231		26760	SH	SOLE	26		5025	0	21735
RENT A CTR INC NEW	COM	76009N100	67		7763	SH	SOLE	28		7763	0	0
RENT A CTR INC NEW	COM	76009N100	669		77559	SH	SOLE	30		77559	0	0
RENT A CTR INC NEW	COM	76009N100	24		2746	SH	SOLE	36		2746	0	0
RENT A CTR INC NEW	COM	76009N100	51		5902	SH	SOLE	40		5902	0	0
REPLIGEN CORP	COM	759916109	64		1769	SH	SOLE	2		1589	0	180
REPLIGEN CORP	COM	759916109	9		250	SH	SOLE	4		250	0	0
REPLIGEN CORP	COM	759916109	32		872	SH	SOLE	7		872	0	0
REPLIGEN CORP	COM	759916109	5903		163168	SH	SOLE	18		163168	0	0
REPLIGEN CORP	COM	759916109	1697		46897	SH	SOLE	19		46897	0	0
REPLIGEN CORP	COM	759916109	145103		4010575	SH	SOLE	21		4010575	0	0
REPLIGEN CORP	COM	759916109	38313		1058961	SH	SOLE	22		997197	0	61764
REPLIGEN CORP	COM	759916109	111		3078	SH	SOLE	23		3078	0	0
REPLIGEN CORP	COM	759916109	440		12169	SH	SOLE	26		10409	0	1760
REPLIGEN CORP	COM	759916109	269		7439	SH	SOLE	28		7439	0	0
REPLIGEN CORP	COM	759916109	85		2339	SH	SOLE	29		0	0	2339
REPLIGEN CORP	COM	759916109	1933		53418	SH	SOLE	30		53418	0	0
REPLIGEN CORP	COM	759916109	31		855	SH	SOLE	34		855	0	0
REPLIGEN CORP	COM	759916109	130		3594	SH	SOLE	40		3594	0	0
REPUBLIC BANCORP KY	CL A	760281204	264		6897	SH	SOLE	2		5444	0	1453
REPUBLIC BANCORP KY	CL A	760281204	5		134	SH	SOLE	7		134	0	0
REPUBLIC BANCORP KY	CL A	760281204	1423		37146	SH	SOLE	18		37146	0	0
REPUBLIC BANCORP KY	CL A	760281204	767		20035	SH	SOLE	19		20035	0	0
REPUBLIC BANCORP KY	CL A	760281204	12448		325002	SH	SOLE	21		325002	0	0
REPUBLIC BANCORP KY	CL A	760281204	14914		389401	SH	SOLE	22		369242	0	20159
REPUBLIC BANCORP KY	CL A	760281204	53		1382	SH	SOLE	23		1382	0	0
REPUBLIC BANCORP KY	CL A	760281204	629		16430	SH	SOLE	26		0	0	16430
REPUBLIC BANCORP KY	CL A	760281204	55		1434	SH	SOLE	28		1434	0	0
REPUBLIC BANCORP KY	CL A	760281204	82		2145	SH	SOLE	30		2145	0	0
REPUBLIC BANCORP KY	CL A	760281204	146		3810	SH	SOLE	34		3810	0	0
REPUBLIC BANCORP KY	CL A	760281204	36		941	SH	SOLE	40		941	0	0
REPUBLIC FIRST BANCORP INC	COM	760416107	73		8429	SH	SOLE	2		2054	0	6375
REPUBLIC FIRST BANCORP INC	COM	760416107	6		746	SH	SOLE	7		746	0	0
REPUBLIC FIRST BANCORP INC	COM	760416107	1491		171381	SH	SOLE	18		171381	0	0
REPUBLIC FIRST BANCORP INC	COM	760416107	335		38561	SH	SOLE	19		38561	0	0
REPUBLIC FIRST BANCORP INC	COM	760416107	13958		1604328	SH	SOLE	21		1604328	0	0
REPUBLIC FIRST BANCORP INC	COM	760416107	7078		813547	SH	SOLE	22		689795	0	123752
REPUBLIC FIRST BANCORP INC	COM	760416107	86		9900	SH	SOLE	30		9900	0	0
REPUBLIC SVCS INC	COM	760759100	45968		694060	SH	SOLE	2		480559	0	213501
REPUBLIC SVCS INC	COM	760759100	8664		130823	SH	SOLE	4		123746	0	7077
REPUBLIC SVCS INC	COM	760759100	17668		266761	SH	SOLE	7		246082	0	20679
REPUBLIC SVCS INC	COM	760759100	480		7245	SH	SOLE	13		7245	0	0
REPUBLIC SVCS INC	COM	760759100	134		2024	SH	SOLE	15		2024	0	0
REPUBLIC SVCS INC	COM	760759100	35913		542248	SH	SOLE	18		510999	0	31249
REPUBLIC SVCS INC	COM	760759100	5249		79250	SH	SOLE	19		79250	0	0
REPUBLIC SVCS INC	COM	760759100	7794		117675	SH	SOLE	20		0	0	117675
REPUBLIC SVCS INC	COM	760759100	505457		7631842	SH	SOLE	21		7631842	0	0
REPUBLIC SVCS INC	COM	760759100	502797		7591685	SH	SOLE	22		6264509	0	1327176
REPUBLIC SVCS INC	COM	760759100	23316		352041	SH	SOLE	23		352041	0	0
REPUBLIC SVCS INC	COM	760759100	12505		188807	SH	SOLE	25		188807	0	0
REPUBLIC SVCS INC	COM	760759100	62774		947812	SH	SOLE	26		254821	0	692991
REPUBLIC SVCS INC	COM	760759100	2363		35681	SH	SOLE	28		35681	0	0
REPUBLIC SVCS INC	COM	760759100	9746		147157	SH	SOLE	29		35128	0	112029
REPUBLIC SVCS INC	COM	760759100	76972		1162191	SH	SOLE	30		1162191	0	0
REPUBLIC SVCS INC	COM	760759100	13954		210697	SH	SOLE	31		100974	0	109723
REPUBLIC SVCS INC	COM	760759100	2530		38194	SH	SOLE	34		38194	0	0
REPUBLIC SVCS INC	COM	760759100	20219		305291	SH	SOLE	36		305291	0	0
REPUBLIC SVCS INC	COM	760759100	314		4734	SH	SOLE	40		4734	0	0
RESEARCH FRONTIERS INC	COM	760911107	3		3320	SH	SOLE	18		3320	0	0
RESEARCH FRONTIERS INC	COM	760911107	52		53332	SH	SOLE	21		53332	0	0
RESEARCH FRONTIERS INC	COM	760911107	633		648756	SH	SOLE	22		648756	0	0
RESHAPE LIFESCIENCES INC	COM	761123108	5		3345	SH	SOLE	18		3345	0	0
RESHAPE LIFESCIENCES INC	COM	761123108	24		16216	SH	SOLE	21		16216	0	0
RESHAPE LIFESCIENCES INC	COM	761123108	0		117	SH	SOLE	22		117	0	0
RESMED INC	COM	761152107	27386		278118	SH	SOLE	2		151073	0	127045
RESMED INC	COM	761152107	4339		44067	SH	SOLE	4		40791	0	3276
RESMED INC	COM	761152107	15546		157873	SH	SOLE	7		128235	0	29638
RESMED INC	COM	761152107	337		3427	SH	SOLE	13		3427	0	0
RESMED INC	COM	761152107	108		1098	SH	SOLE	15		1098	0	0
RESMED INC	COM	761152107	34706		352452	SH	SOLE	18		333854	0	18598
RESMED INC	COM	761152107	63891		648833	SH	SOLE	19		648833	0	0
RESMED INC	COM	761152107	8023		81479	SH	SOLE	20		0	0	81479
RESMED INC	COM	761152107	374477		3802957	SH	SOLE	21		3802957	0	0
RESMED INC	COM	761152107	401131		4073634	SH	SOLE	22		3390378	0	683256
RESMED INC	COM	761152107	16378		166325	SH	SOLE	23		166325	0	0
RESMED INC	COM	761152107	12041		122280	SH	SOLE	25		122280	0	0
RESMED INC	COM	761152107	40900		415359	SH	SOLE	26		164529	0	250830
RESMED INC	COM	761152107	2105		21372	SH	SOLE	28		21372	0	0
RESMED INC	COM	761152107	3933		39938	SH	SOLE	29		4535	0	35403
RESMED INC	COM	761152107	48497		492502	SH	SOLE	30		492502	0	0
RESMED INC	COM	761152107	6783		68879	SH	SOLE	31		30391	0	38488
RESMED INC	COM	761152107	29035		294861	SH	SOLE	34		294861	0	0
RESMED INC	COM	761152107	11730		119118	SH	SOLE	36		119118	0	0
RESMED INC	COM	761152107	281		2853	SH	SOLE	40		2853	0	0
RESOLUTE ENERGY CORP	COM NEW	76116A306	157		4545	SH	SOLE	2		910	0	3635
RESOLUTE ENERGY CORP	COM NEW	76116A306	21		601	SH	SOLE	7		601	0	0
RESOLUTE ENERGY CORP	COM NEW	76116A306	2578		74405	SH	SOLE	18		74405	0	0
RESOLUTE ENERGY CORP	COM NEW	76116A306	598		17248	SH	SOLE	19		17248	0	0
RESOLUTE ENERGY CORP	COM NEW	76116A306	23397		675245	SH	SOLE	21		675245	0	0
RESOLUTE ENERGY CORP	COM NEW	76116A306	21168		610920	SH	SOLE	22		571990	0	38930
RESOLUTE ENERGY CORP	COM NEW	76116A306	42		1213	SH	SOLE	26		0	0	1213
RESOLUTE ENERGY CORP	COM NEW	76116A306	91		2634	SH	SOLE	28		2634	0	0
RESOLUTE ENERGY CORP	COM NEW	76116A306	120		3458	SH	SOLE	30		3458	0	0
RESOLUTE ENERGY CORP	COM NEW	76116A306	97		2787	SH	SOLE	40		2787	0	0
RESOLUTE FST PRODS INC	COM	76117W109	4		500	SH	SOLE	4		500	0	0
RESOLUTE FST PRODS INC	COM	76117W109	709		85403	SH	SOLE	21		85403	0	0
RESOLUTE FST PRODS INC	COM	76117W109	11741		1414562	SH	SOLE	22		1378556	0	36006
RESOLUTE FST PRODS INC	COM	76117W109	228		27506	SH	SOLE	26		0	0	27506
RESOLUTE FST PRODS INC	COM	76117W109	71		8562	SH	SOLE	28		8562	0	0
RESOLUTE FST PRODS INC	COM	76117W109	138		16655	SH	SOLE	30		16655	0	0
RESOLUTE FST PRODS INC	COM	76117W109	56		6792	SH	SOLE	40		6792	0	0
RESONANT INC	COM	76118L102	7		2124	SH	SOLE	18		2124	0	0
RESONANT INC	COM	76118L102	98		30587	SH	SOLE	21		30587	0	0
RESOURCE CAP CORP	COM NEW	76120W708	72		7604	SH	SOLE	2		1455	0	6149
RESOURCE CAP CORP	COM NEW	76120W708	1		156	SH	SOLE	4		156	0	0
RESOURCE CAP CORP	COM NEW	76120W708	3		325	SH	SOLE	7		325	0	0
RESOURCE CAP CORP	COM NEW	76120W708	1041		109467	SH	SOLE	18		109467	0	0
RESOURCE CAP CORP	COM NEW	76120W708	233		24483	SH	SOLE	19		24483	0	0
RESOURCE CAP CORP	COM NEW	76120W708	15125		1590455	SH	SOLE	21		1590455	0	0
RESOURCE CAP CORP	COM NEW	76120W708	9334		981537	SH	SOLE	22		902759	0	78778
RESOURCE CAP CORP	COM NEW	76120W708	247		25980	SH	SOLE	26		6495	0	19485
RESOURCE CAP CORP	COM NEW	76120W708	45		4776	SH	SOLE	28		4776	0	0
RESOURCE CAP CORP	COM NEW	76120W708	45		4694	SH	SOLE	30		4694	0	0
RESOURCE CAP CORP	COM NEW	76120W708	33		3430	SH	SOLE	40		3430	0	0
RESOURCES CONNECTION INC	COM	76122Q105	109		6749	SH	SOLE	2		1405	0	5344
RESOURCES CONNECTION INC	COM	76122Q105	5		336	SH	SOLE	4		336	0	0
