13F	0001364742	BlackRockInc.	2018-05-09
nameOfIssuer	titleOfClass	cusip	value	shrsOrPrnAmt	sshPrnamt	sshPrnamtType	investmentDiscretion	otherManager	votingAuthority	Sole	Shared	None
EARTHSTONE ENERGY INC	CL A	27032D304	50		4922	SH	SOLE	2		1064	0	3858
EARTHSTONE ENERGY INC	CL A	27032D304	727		71868	SH	SOLE	18		71868	0	0
EARTHSTONE ENERGY INC	CL A	27032D304	134		13248	SH	SOLE	19		13248	0	0
EARTHSTONE ENERGY INC	CL A	27032D304	6556		647844	SH	SOLE	21		647844	0	0
EARTHSTONE ENERGY INC	CL A	27032D304	2593		256249	SH	SOLE	22		234277	0	21972
EAST WEST BANCORP INC	COM	27579R104	12917		206533	SH	SOLE	2		69976	0	136557
EAST WEST BANCORP INC	COM	27579R104	3058		48893	SH	SOLE	4		45518	0	3375
EAST WEST BANCORP INC	COM	27579R104	3143		50262	SH	SOLE	7		29029	0	21233
EAST WEST BANCORP INC	COM	27579R104	31294		500384	SH	SOLE	18		487172	0	13212
EAST WEST BANCORP INC	COM	27579R104	1567		25058	SH	SOLE	19		25058	0	0
EAST WEST BANCORP INC	COM	27579R104	458325		7328515	SH	SOLE	21		7328515	0	0
EAST WEST BANCORP INC	COM	27579R104	312264		4993024	SH	SOLE	22		4465630	0	527394
EAST WEST BANCORP INC	COM	27579R104	10915		174534	SH	SOLE	23		174534	0	0
EAST WEST BANCORP INC	COM	27579R104	248		3959	SH	SOLE	25		3959	0	0
EAST WEST BANCORP INC	COM	27579R104	16517		264109	SH	SOLE	26		113673	0	150436
EAST WEST BANCORP INC	COM	27579R104	1383		22114	SH	SOLE	28		22114	0	0
EAST WEST BANCORP INC	COM	27579R104	2394		38279	SH	SOLE	29		3143	0	35136
EAST WEST BANCORP INC	COM	27579R104	13735		219622	SH	SOLE	30		219622	0	0
EAST WEST BANCORP INC	COM	27579R104	3120		49894	SH	SOLE	31		27982	0	21912
EAST WEST BANCORP INC	COM	27579R104	31055		496560	SH	SOLE	34		496560	0	0
EAST WEST BANCORP INC	COM	27579R104	1602		25617	SH	SOLE	36		25617	0	0
EAST WEST BANCORP INC	COM	27579R104	182		2905	SH	SOLE	40		2905	0	0
EASTERLY GOVT PPTYS INC	COM	27616P103	657		32197	SH	SOLE	2		25727	0	6470
EASTERLY GOVT PPTYS INC	COM	27616P103	291		14278	SH	SOLE	4		14278	0	0
EASTERLY GOVT PPTYS INC	COM	27616P103	1284		62956	SH	SOLE	7		62956	0	0
EASTERLY GOVT PPTYS INC	COM	27616P103	35		1721	SH	SOLE	15		1721	0	0
EASTERLY GOVT PPTYS INC	COM	27616P103	4085		200252	SH	SOLE	18		200194	0	58
EASTERLY GOVT PPTYS INC	COM	27616P103	3187		156232	SH	SOLE	19		156232	0	0
EASTERLY GOVT PPTYS INC	COM	27616P103	85414		4186947	SH	SOLE	21		4186947	0	0
EASTERLY GOVT PPTYS INC	COM	27616P103	46289		2269074	SH	SOLE	22		2174537	0	94537
EASTERLY GOVT PPTYS INC	COM	27616P103	1255		61534	SH	SOLE	23		61534	0	0
EASTERLY GOVT PPTYS INC	COM	27616P103	1820		89234	SH	SOLE	25		89234	0	0
EASTERLY GOVT PPTYS INC	COM	27616P103	5823		285460	SH	SOLE	26		0	0	285460
EASTERLY GOVT PPTYS INC	COM	27616P103	124		6070	SH	SOLE	28		6070	0	0
EASTERLY GOVT PPTYS INC	COM	27616P103	772		37863	SH	SOLE	29		14594	0	23269
EASTERLY GOVT PPTYS INC	COM	27616P103	2636		129224	SH	SOLE	30		129224	0	0
EASTERLY GOVT PPTYS INC	COM	27616P103	150		7357	SH	SOLE	40		7357	0	0
EASTERN CO	COM	276317104	61		2148	SH	SOLE	2		203	0	1945
EASTERN CO	COM	276317104	562		19716	SH	SOLE	18		19716	0	0
EASTERN CO	COM	276317104	106		3736	SH	SOLE	19		3736	0	0
EASTERN CO	COM	276317104	5211		182836	SH	SOLE	21		182836	0	0
EASTERN CO	COM	276317104	1512		53058	SH	SOLE	22		48555	0	4503
EASTGROUP PPTY INC	COM	277276101	6937		83919	SH	SOLE	2		3447	0	80472
EASTGROUP PPTY INC	COM	277276101	980		11856	SH	SOLE	4		11856	0	0
EASTGROUP PPTY INC	COM	277276101	4257		51498	SH	SOLE	7		51498	0	0
EASTGROUP PPTY INC	COM	277276101	114		1376	SH	SOLE	15		1376	0	0
EASTGROUP PPTY INC	COM	277276101	12454		150664	SH	SOLE	18		150664	0	0
EASTGROUP PPTY INC	COM	277276101	12185		147406	SH	SOLE	19		147406	0	0
EASTGROUP PPTY INC	COM	277276101	280200		3389788	SH	SOLE	21		3389788	0	0
EASTGROUP PPTY INC	COM	277276101	131999		1596894	SH	SOLE	22		1532183	0	64711
EASTGROUP PPTY INC	COM	277276101	161		1942	SH	SOLE	23		1942	0	0
EASTGROUP PPTY INC	COM	277276101	5949		71973	SH	SOLE	25		71973	0	0
EASTGROUP PPTY INC	COM	277276101	6825		82568	SH	SOLE	26		3456	0	79112
EASTGROUP PPTY INC	COM	277276101	394		4763	SH	SOLE	28		4763	0	0
EASTGROUP PPTY INC	COM	277276101	1297		15695	SH	SOLE	29		11381	0	4314
EASTGROUP PPTY INC	COM	277276101	17692		214037	SH	SOLE	30		214037	0	0
EASTGROUP PPTY INC	COM	277276101	171		2064	SH	SOLE	34		2064	0	0
EASTGROUP PPTY INC	COM	277276101	306		3697	SH	SOLE	40		3697	0	0
EASTMAN CHEM CO	COM	277432100	38728		366808	SH	SOLE	2		294813	0	71995
EASTMAN CHEM CO	COM	277432100	8649		81922	SH	SOLE	4		77950	0	3972
EASTMAN CHEM CO	COM	277432100	16778		158913	SH	SOLE	7		131098	0	27815
EASTMAN CHEM CO	COM	277432100	7693		72863	SH	SOLE	13		72863	0	0
EASTMAN CHEM CO	COM	277432100	105		992	SH	SOLE	15		992	0	0
EASTMAN CHEM CO	COM	277432100	38163		361465	SH	SOLE	18		342117	0	19348
EASTMAN CHEM CO	COM	277432100	58013		549471	SH	SOLE	19		549471	0	0
EASTMAN CHEM CO	COM	277432100	6233		59035	SH	SOLE	20		0	0	59035
EASTMAN CHEM CO	COM	277432100	336000		3182417	SH	SOLE	21		3182417	0	0
EASTMAN CHEM CO	COM	277432100	534911		5066402	SH	SOLE	22		4003185	0	1063217
EASTMAN CHEM CO	COM	277432100	24540		232428	SH	SOLE	23		232428	0	0
EASTMAN CHEM CO	COM	277432100	32095		303985	SH	SOLE	25		303985	0	0
EASTMAN CHEM CO	COM	277432100	50358		476962	SH	SOLE	26		171277	0	305685
EASTMAN CHEM CO	COM	277432100	2287		21664	SH	SOLE	28		21664	0	0
EASTMAN CHEM CO	COM	277432100	16287		154261	SH	SOLE	29		39290	0	114971
EASTMAN CHEM CO	COM	277432100	51455		487356	SH	SOLE	30		487356	0	0
EASTMAN CHEM CO	COM	277432100	14472		137072	SH	SOLE	31		96023	0	41049
EASTMAN CHEM CO	COM	277432100	8736		82740	SH	SOLE	34		82740	0	0
EASTMAN CHEM CO	COM	277432100	22077		209106	SH	SOLE	36		209106	0	0
EASTMAN CHEM CO	COM	277432100	307		2907	SH	SOLE	40		2907	0	0
EASTMAN KODAK CO	COM NEW	277461406	8		1579	SH	SOLE	2		787	0	792
EASTMAN KODAK CO	COM NEW	277461406	2		400	SH	SOLE	7		400	0	0
EASTMAN KODAK CO	COM NEW	277461406	315		58843	SH	SOLE	18		58843	0	0
EASTMAN KODAK CO	COM NEW	277461406	58		10750	SH	SOLE	19		10750	0	0
EASTMAN KODAK CO	COM NEW	277461406	2932		547970	SH	SOLE	21		547970	0	0
EASTMAN KODAK CO	COM NEW	277461406	2944		550262	SH	SOLE	22		529416	0	20846
EATON CORP PLC	SHS	G29183103	57653		721470	SH	SOLE	2		308916	0	412554
EATON CORP PLC	SHS	G29183103	13982		174973	SH	SOLE	4		160803	0	14170
EATON CORP PLC	SHS	G29183103	27519		344377	SH	SOLE	7		331124	0	13253
EATON CORP PLC	SHS	G29183103	730		9135	SH	SOLE	13		9135	0	0
EATON CORP PLC	SHS	G29183103	283		3536	SH	SOLE	15		3536	0	0
EATON CORP PLC	SHS	G29183103	69444		869025	SH	SOLE	18		810193	0	58832
EATON CORP PLC	SHS	G29183103	4149		51917	SH	SOLE	19		51917	0	0
EATON CORP PLC	SHS	G29183103	15845		198282	SH	SOLE	20		0	0	198282
EATON CORP PLC	SHS	G29183103	762726		9544811	SH	SOLE	21		9544811	0	0
EATON CORP PLC	SHS	G29183103	966420		12093858	SH	SOLE	22		9779557	0	2314301
EATON CORP PLC	SHS	G29183103	44989		562990	SH	SOLE	23		562990	0	0
EATON CORP PLC	SHS	G29183103	33391		417857	SH	SOLE	25		417857	0	0
EATON CORP PLC	SHS	G29183103	112111		1402964	SH	SOLE	26		433112	0	969852
EATON CORP PLC	SHS	G29183103	5328		66674	SH	SOLE	28		66674	0	0
EATON CORP PLC	SHS	G29183103	2205		27593	SH	SOLE	29		20427	0	7166
EATON CORP PLC	SHS	G29183103	100065		1252225	SH	SOLE	30		1252225	0	0
EATON CORP PLC	SHS	G29183103	18626		233091	SH	SOLE	31		96743	0	136348
EATON CORP PLC	SHS	G29183103	3705		46368	SH	SOLE	32		46368	0	0
EATON CORP PLC	SHS	G29183103	28126		351974	SH	SOLE	34		351974	0	0
EATON CORP PLC	SHS	G29183103	8625		107938	SH	SOLE	35		107938	0	0
EATON CORP PLC	SHS	G29183103	34791		435380	SH	SOLE	36		435380	0	0
EATON CORP PLC	SHS	G29183103	629		7866	SH	SOLE	40		7866	0	0
EATON VANCE CORP	COM NON VTG	278265103	9441		169580	SH	SOLE	2		76703	0	92877
EATON VANCE CORP	COM NON VTG	278265103	2334		41923	SH	SOLE	4		39717	0	2206
EATON VANCE CORP	COM NON VTG	278265103	6412		115179	SH	SOLE	7		100873	0	14306
EATON VANCE CORP	COM NON VTG	278265103	22671		407233	SH	SOLE	18		396611	0	10622
EATON VANCE CORP	COM NON VTG	278265103	1126		20222	SH	SOLE	19		20222	0	0
EATON VANCE CORP	COM NON VTG	278265103	4350		78136	SH	SOLE	20		0	0	78136
EATON VANCE CORP	COM NON VTG	278265103	328317		5897565	SH	SOLE	21		5897565	0	0
EATON VANCE CORP	COM NON VTG	278265103	232646		4179020	SH	SOLE	22		3756860	0	422160
EATON VANCE CORP	COM NON VTG	278265103	7948		142764	SH	SOLE	23		142764	0	0
EATON VANCE CORP	COM NON VTG	278265103	146		2615	SH	SOLE	25		2615	0	0
EATON VANCE CORP	COM NON VTG	278265103	13406		240816	SH	SOLE	26		112577	0	128239
EATON VANCE CORP	COM NON VTG	278265103	1006		18078	SH	SOLE	28		18078	0	0
EATON VANCE CORP	COM NON VTG	278265103	1782		32016	SH	SOLE	29		2681	0	29335
EATON VANCE CORP	COM NON VTG	278265103	10220		183575	SH	SOLE	30		183575	0	0
EATON VANCE CORP	COM NON VTG	278265103	2244		40313	SH	SOLE	31		21701	0	18612
EATON VANCE CORP	COM NON VTG	278265103	398		7145	SH	SOLE	34		7145	0	0
EATON VANCE CORP	COM NON VTG	278265103	1715		30801	SH	SOLE	36		30801	0	0
EATON VANCE CORP	COM NON VTG	278265103	130		2334	SH	SOLE	40		2334	0	0
EBAY INC	COM	278642103	70387		1749185	SH	SOLE	2		812671	0	936514
EBAY INC	COM	278642103	17205		427565	SH	SOLE	4		402608	0	24957
EBAY INC	COM	278642103	30557		759363	SH	SOLE	7		735183	0	24180
EBAY INC	COM	278642103	424		10531	SH	SOLE	13		10531	0	0
EBAY INC	COM	278642103	363		9032	SH	SOLE	15		9032	0	0
EBAY INC	COM	278642103	70034		1740410	SH	SOLE	18		1607554	0	132856
EBAY INC	COM	278642103	6345		157681	SH	SOLE	19		157681	0	0
EBAY INC	COM	278642103	13538		336433	SH	SOLE	20		0	0	336433
EBAY INC	COM	278642103	662221		16456773	SH	SOLE	21		16456773	0	0
EBAY INC	COM	278642103	1070917		26613241	SH	SOLE	22		21491409	0	5121832
EBAY INC	COM	278642103	57002		1416557	SH	SOLE	23		1416557	0	0
EBAY INC	COM	278642103	32276		802083	SH	SOLE	25		802083	0	0
EBAY INC	COM	278642103	162636		4041648	SH	SOLE	26		948472	0	3093176
EBAY INC	COM	278642103	6053		150434	SH	SOLE	28		150434	0	0
EBAY INC	COM	278642103	4930		122517	SH	SOLE	29		122517	0	0
EBAY INC	COM	278642103	133155		3309013	SH	SOLE	30		3309013	0	0
EBAY INC	COM	278642103	27280		677938	SH	SOLE	31		341133	0	336805
EBAY INC	COM	278642103	5890		146368	SH	SOLE	32		146368	0	0
EBAY INC	COM	278642103	4768		118490	SH	SOLE	34		118490	0	0
EBAY INC	COM	278642103	39602		984143	SH	SOLE	36		984143	0	0
EBAY INC	COM	278642103	743		18457	SH	SOLE	40		18457	0	0
EBIX INC	COM NEW	278715206	87		1173	SH	SOLE	2		1010	0	163
EBIX INC	COM NEW	278715206	15		203	SH	SOLE	4		203	0	0
EBIX INC	COM NEW	278715206	47		631	SH	SOLE	7		631	0	0
EBIX INC	COM NEW	278715206	7695		103284	SH	SOLE	18		103284	0	0
EBIX INC	COM NEW	278715206	1387		18618	SH	SOLE	19		18618	0	0
EBIX INC	COM NEW	278715206	159847		2145599	SH	SOLE	21		2145599	0	0
EBIX INC	COM NEW	278715206	47332		635331	SH	SOLE	22		595565	0	39766
EBIX INC	COM NEW	278715206	489		6558	SH	SOLE	26		5236	0	1322
EBIX INC	COM NEW	278715206	211		2829	SH	SOLE	28		2829	0	0
EBIX INC	COM NEW	278715206	2328		31247	SH	SOLE	30		31247	0	0
EBIX INC	COM NEW	278715206	236		3168	SH	SOLE	40		3168	0	0
ECHELON CORP	COM NEW	27874N303	3		759	SH	SOLE	21		759	0	0
ECHELON CORP	COM NEW	27874N303	490		106655	SH	SOLE	22		106655	0	0
ECHO GLOBAL LOGISTICS INC	COM	27875T101	160		5793	SH	SOLE	2		1105	0	4688
ECHO GLOBAL LOGISTICS INC	COM	27875T101	23		820	SH	SOLE	7		820	0	0
ECHO GLOBAL LOGISTICS INC	COM	27875T101	3435		124445	SH	SOLE	18		124445	0	0
ECHO GLOBAL LOGISTICS INC	COM	27875T101	567		20560	SH	SOLE	19		20560	0	0
ECHO GLOBAL LOGISTICS INC	COM	27875T101	69203		2507337	SH	SOLE	21		2507337	0	0
ECHO GLOBAL LOGISTICS INC	COM	27875T101	23667		857510	SH	SOLE	22		802543	0	54967
ECHO GLOBAL LOGISTICS INC	COM	27875T101	616		22310	SH	SOLE	23		22310	0	0
ECHO GLOBAL LOGISTICS INC	COM	27875T101	48		1745	SH	SOLE	26		0	0	1745
ECHO GLOBAL LOGISTICS INC	COM	27875T101	104		3786	SH	SOLE	28		3786	0	0
ECHO GLOBAL LOGISTICS INC	COM	27875T101	1000		36224	SH	SOLE	30		36224	0	0
ECHO GLOBAL LOGISTICS INC	COM	27875T101	71		2582	SH	SOLE	40		2582	0	0
ECHOSTAR CORP	CL A	278768106	1814		34380	SH	SOLE	2		11147	0	23233
ECHOSTAR CORP	CL A	278768106	92		1744	SH	SOLE	7		1744	0	0
ECHOSTAR CORP	CL A	278768106	1325		25117	SH	SOLE	18		25117	0	0
ECHOSTAR CORP	CL A	278768106	385		7298	SH	SOLE	19		7298	0	0
ECHOSTAR CORP	CL A	278768106	34969		662667	SH	SOLE	21		662667	0	0
ECHOSTAR CORP	CL A	278768106	76588		1451360	SH	SOLE	22		1280627	0	170733
ECHOSTAR CORP	CL A	278768106	608		11514	SH	SOLE	26		8033	0	3481
ECHOSTAR CORP	CL A	278768106	351		6646	SH	SOLE	28		6646	0	0
ECHOSTAR CORP	CL A	278768106	481		9110	SH	SOLE	30		9110	0	0
ECHOSTAR CORP	CL A	278768106	56		1063	SH	SOLE	31		1063	0	0
ECHOSTAR CORP	CL A	278768106	182		3443	SH	SOLE	36		3443	0	0
ECHOSTAR CORP	CL A	278768106	257		4869	SH	SOLE	40		4869	0	0
ECLIPSE RES CORP	COM	27890G100	145		100485	SH	SOLE	2		78316	0	22169
ECLIPSE RES CORP	COM	27890G100	1		579	SH	SOLE	7		579	0	0
ECLIPSE RES CORP	COM	27890G100	460		319599	SH	SOLE	18		319599	0	0
ECLIPSE RES CORP	COM	27890G100	334		231750	SH	SOLE	19		231750	0	0
ECLIPSE RES CORP	COM	27890G100	4423		3071724	SH	SOLE	21		3071724	0	0
ECLIPSE RES CORP	COM	27890G100	3811		2646678	SH	SOLE	22		2492536	0	154142
ECLIPSE RES CORP	COM	27890G100	292		202518	SH	SOLE	23		202518	0	0
ECLIPSE RES CORP	COM	27890G100	30		21009	SH	SOLE	26		0	0	21009
ECLIPSE RES CORP	COM	27890G100	25		17342	SH	SOLE	28		17342	0	0
ECLIPSE RES CORP	COM	27890G100	47		32968	SH	SOLE	29		0	0	32968
ECLIPSE RES CORP	COM	27890G100	10		6777	SH	SOLE	30		6777	0	0
ECLIPSE RES CORP	COM	27890G100	8		5559	SH	SOLE	40		5559	0	0
ECO STIM ENERGY SOLUTIONS IN	COM	27888D101	5		5162	SH	SOLE	21		5162	0	0
ECOLAB INC	COM	278865100	45472		331743	SH	SOLE	2		89739	0	242004
ECOLAB INC	COM	278865100	11679		85201	SH	SOLE	4		77888	0	7313
ECOLAB INC	COM	278865100	44014		321103	SH	SOLE	7		207578	0	113525
ECOLAB INC	COM	278865100	172		1252	SH	SOLE	13		1252	0	0
ECOLAB INC	COM	278865100	273		1989	SH	SOLE	15		1989	0	0
ECOLAB INC	COM	278865100	72800		531112	SH	SOLE	18		496948	0	34164
ECOLAB INC	COM	278865100	2718		19826	SH	SOLE	19		19826	0	0
ECOLAB INC	COM	278865100	16329		119128	SH	SOLE	20		0	0	119128
ECOLAB INC	COM	278865100	669205		4882210	SH	SOLE	21		4882210	0	0
ECOLAB INC	COM	278865100	966536		7051404	SH	SOLE	22		5750110	0	1301294
ECOLAB INC	COM	278865100	43736		319076	SH	SOLE	23		319076	0	0
ECOLAB INC	COM	278865100	32905		240058	SH	SOLE	25		240058	0	0
ECOLAB INC	COM	278865100	122449		893333	SH	SOLE	26		248978	0	644355
ECOLAB INC	COM	278865100	5388		39310	SH	SOLE	28		39310	0	0
ECOLAB INC	COM	278865100	2105		15354	SH	SOLE	29		7460	0	7894
ECOLAB INC	COM	278865100	100842		735695	SH	SOLE	30		735695	0	0
ECOLAB INC	COM	278865100	16700		121836	SH	SOLE	31		57319	0	64517
ECOLAB INC	COM	278865100	3102		22632	SH	SOLE	34		22632	0	0
ECOLAB INC	COM	278865100	36181		263962	SH	SOLE	36		263962	0	0
ECOLAB INC	COM	278865100	717		5228	SH	SOLE	40		5228	0	0
ECOLOGY & ENVIRONMENT INC	CL A	278878103	5		414	SH	SOLE	18		414	0	0
ECOLOGY & ENVIRONMENT INC	CL A	278878103	96		8294	SH	SOLE	21		8294	0	0
ECOPETROL S A	SPONSORED ADS	279158109	187		9696	SH	SOLE	2		0	0	9696
ECOPETROL S A	SPONSORED ADS	279158109	17867		924292	SH	SOLE	21		924292	0	0
ECOPETROL S A	SPONSORED ADS	279158109	1079		55845	SH	SOLE	26		0	0	55845
ECOPETROL S A	SPONSORED ADS	279158109	131		6755	SH	SOLE	28		6755	0	0
ECOPETROL S A	SPONSORED ADS	279158109	4007		207275	SH	SOLE	30		207275	0	0
ECOPETROL S A	SPONSORED ADS	279158109	478		24727	SH	SOLE	34		24727	0	0
EDGE THERAPEUTICS INC	COM	279870109	1		750	SH	SOLE	2		750	0	0
EDGE THERAPEUTICS INC	COM	279870109	1		965	SH	SOLE	7		965	0	0
EDGE THERAPEUTICS INC	COM	279870109	78		65976	SH	SOLE	18		65976	0	0
EDGE THERAPEUTICS INC	COM	279870109	17		14583	SH	SOLE	19		14583	0	0
EDGE THERAPEUTICS INC	COM	279870109	730		618719	SH	SOLE	21		618719	0	0
EDGE THERAPEUTICS INC	COM	279870109	562		476477	SH	SOLE	22		453011	0	23466
EDGEWATER TECHNOLOGY INC	COM	280358102	11		1957	SH	SOLE	18		1957	0	0
EDGEWATER TECHNOLOGY INC	COM	280358102	185		33296	SH	SOLE	21		33296	0	0
EDGEWELL PERS CARE CO	COM	28035Q102	2739		56107	SH	SOLE	2		28727	0	27380
EDGEWELL PERS CARE CO	COM	28035Q102	1745		35750	SH	SOLE	4		35750	0	0
EDGEWELL PERS CARE CO	COM	28035Q102	108		2214	SH	SOLE	7		2214	0	0
EDGEWELL PERS CARE CO	COM	28035Q102	24473		501295	SH	SOLE	18		501295	0	0
EDGEWELL PERS CARE CO	COM	28035Q102	107742		2206928	SH	SOLE	19		2206928	0	0
EDGEWELL PERS CARE CO	COM	28035Q102	115877		2373549	SH	SOLE	21		2373549	0	0
EDGEWELL PERS CARE CO	COM	28035Q102	93214		1909340	SH	SOLE	22		1705353	0	203987
EDGEWELL PERS CARE CO	COM	28035Q102	580		11887	SH	SOLE	26		7418	0	4469
EDGEWELL PERS CARE CO	COM	28035Q102	359		7362	SH	SOLE	28		7362	0	0
EDGEWELL PERS CARE CO	COM	28035Q102	501		10271	SH	SOLE	30		10271	0	0
EDGEWELL PERS CARE CO	COM	28035Q102	63		1295	SH	SOLE	31		1295	0	0
EDGEWELL PERS CARE CO	COM	28035Q102	44693		915463	SH	SOLE	34		915463	0	0
EDGEWELL PERS CARE CO	COM	28035Q102	135		2759	SH	SOLE	36		2759	0	0
EDGEWELL PERS CARE CO	COM	28035Q102	293		5994	SH	SOLE	40		5994	0	0
EDISON INTL	COM	281020107	27007		424245	SH	SOLE	2		129005	0	295240
EDISON INTL	COM	281020107	7096		111470	SH	SOLE	4		102542	0	8928
EDISON INTL	COM	281020107	39564		621492	SH	SOLE	7		594417	0	27075
EDISON INTL	COM	281020107	1026		16110	SH	SOLE	13		16110	0	0
EDISON INTL	COM	281020107	159		2497	SH	SOLE	15		2497	0	0
EDISON INTL	COM	281020107	60106		944176	SH	SOLE	18		877978	0	66198
EDISON INTL	COM	281020107	84964		1334660	SH	SOLE	19		1334660	0	0
EDISON INTL	COM	281020107	8713		136867	SH	SOLE	20		0	0	136867
EDISON INTL	COM	281020107	720139		11312265	SH	SOLE	21		11312265	0	0
EDISON INTL	COM	281020107	564415		8866084	SH	SOLE	22		7246330	0	1619754
EDISON INTL	COM	281020107	26959		423488	SH	SOLE	23		423488	0	0
EDISON INTL	COM	281020107	19925		312993	SH	SOLE	25		312993	0	0
EDISON INTL	COM	281020107	85409		1341640	SH	SOLE	26		319847	0	1021793
EDISON INTL	COM	281020107	3135		49240	SH	SOLE	28		49240	0	0
EDISON INTL	COM	281020107	522		8196	SH	SOLE	29		8196	0	0
EDISON INTL	COM	281020107	71693		1126193	SH	SOLE	30		1126193	0	0
EDISON INTL	COM	281020107	9646		151517	SH	SOLE	31		61625	0	89892
EDISON INTL	COM	281020107	4940		77604	SH	SOLE	32		77604	0	0
EDISON INTL	COM	281020107	5872		92246	SH	SOLE	34		92246	0	0
EDISON INTL	COM	281020107	21300		334594	SH	SOLE	36		334594	0	0
EDISON INTL	COM	281020107	416		6540	SH	SOLE	40		6540	0	0
EDITAS MEDICINE INC	COM	28106W103	152		4579	SH	SOLE	2		2652	0	1927
EDITAS MEDICINE INC	COM	28106W103	33		1008	SH	SOLE	7		1008	0	0
EDITAS MEDICINE INC	COM	28106W103	4009		120929	SH	SOLE	18		120929	0	0
EDITAS MEDICINE INC	COM	28106W103	1445		43587	SH	SOLE	19		43587	0	0
EDITAS MEDICINE INC	COM	28106W103	56278		1697692	SH	SOLE	21		1697692	0	0
EDITAS MEDICINE INC	COM	28106W103	31993		965085	SH	SOLE	22		906777	0	58308
EDITAS MEDICINE INC	COM	28106W103	181		5450	SH	SOLE	23		5450	0	0
EDITAS MEDICINE INC	COM	28106W103	366		11049	SH	SOLE	26		0	0	11049
EDITAS MEDICINE INC	COM	28106W103	93		2814	SH	SOLE	28		2814	0	0
EDITAS MEDICINE INC	COM	28106W103	221		6652	SH	SOLE	30		6652	0	0
EDITAS MEDICINE INC	COM	28106W103	13		382	SH	SOLE	34		382	0	0
EDITAS MEDICINE INC	COM	28106W103	146		4397	SH	SOLE	40		4397	0	0
EDUCATION RLTY TR INC	COM NEW	28140H203	1524		46545	SH	SOLE	2		33507	0	13038
EDUCATION RLTY TR INC	COM NEW	28140H203	855		26102	SH	SOLE	4		26102	0	0
EDUCATION RLTY TR INC	COM NEW	28140H203	3843		117344	SH	SOLE	7		117344	0	0
EDUCATION RLTY TR INC	COM NEW	28140H203	99		3010	SH	SOLE	15		3010	0	0
EDUCATION RLTY TR INC	COM NEW	28140H203	15483		472769	SH	SOLE	18		472769	0	0
EDUCATION RLTY TR INC	COM NEW	28140H203	4968		151695	SH	SOLE	19		151695	0	0
EDUCATION RLTY TR INC	COM NEW	28140H203	175061		5345362	SH	SOLE	21		5345362	0	0
EDUCATION RLTY TR INC	COM NEW	28140H203	118645		3622737	SH	SOLE	22		3482323	0	140414
EDUCATION RLTY TR INC	COM NEW	28140H203	91		2792	SH	SOLE	23		2792	0	0
EDUCATION RLTY TR INC	COM NEW	28140H203	4908		149859	SH	SOLE	25		149859	0	0
EDUCATION RLTY TR INC	COM NEW	28140H203	1491		45513	SH	SOLE	26		16467	0	29046
EDUCATION RLTY TR INC	COM NEW	28140H203	376		11491	SH	SOLE	28		11491	0	0
EDUCATION RLTY TR INC	COM NEW	28140H203	828		25280	SH	SOLE	29		25280	0	0
EDUCATION RLTY TR INC	COM NEW	28140H203	12518		382241	SH	SOLE	30		382241	0	0
EDUCATION RLTY TR INC	COM NEW	28140H203	229		6987	SH	SOLE	40		6987	0	0
EDUCATIONAL DEV CORP	COM	281479105	14		539	SH	SOLE	18		539	0	0
EDUCATIONAL DEV CORP	COM	281479105	210		8337	SH	SOLE	21		8337	0	0
EDWARDS LIFESCIENCES CORP	COM	28176E108	61601		441523	SH	SOLE	2		244015	0	197508
EDWARDS LIFESCIENCES CORP	COM	28176E108	11223		80438	SH	SOLE	4		74926	0	5512
EDWARDS LIFESCIENCES CORP	COM	28176E108	25050		179547	SH	SOLE	7		147552	0	31995
EDWARDS LIFESCIENCES CORP	COM	28176E108	5343		38294	SH	SOLE	13		38294	0	0
EDWARDS LIFESCIENCES CORP	COM	28176E108	195		1398	SH	SOLE	15		1398	0	0
EDWARDS LIFESCIENCES CORP	COM	28176E108	72448		519266	SH	SOLE	18		490219	0	29047
EDWARDS LIFESCIENCES CORP	COM	28176E108	112941		809499	SH	SOLE	19		809499	0	0
EDWARDS LIFESCIENCES CORP	COM	28176E108	14556		104331	SH	SOLE	20		0	0	104331
EDWARDS LIFESCIENCES CORP	COM	28176E108	695006		4981405	SH	SOLE	21		4981405	0	0
EDWARDS LIFESCIENCES CORP	COM	28176E108	822987		5898705	SH	SOLE	22		4867108	0	1031597
EDWARDS LIFESCIENCES CORP	COM	28176E108	38209		273860	SH	SOLE	23		273860	0	0
EDWARDS LIFESCIENCES CORP	COM	28176E108	40194		288085	SH	SOLE	25		288085	0	0
EDWARDS LIFESCIENCES CORP	COM	28176E108	90717		650207	SH	SOLE	26		215745	0	434462
EDWARDS LIFESCIENCES CORP	COM	28176E108	4459		31959	SH	SOLE	28		31959	0	0
EDWARDS LIFESCIENCES CORP	COM	28176E108	6822		48899	SH	SOLE	29		8633	0	40266
EDWARDS LIFESCIENCES CORP	COM	28176E108	103713		743357	SH	SOLE	30		743357	0	0
EDWARDS LIFESCIENCES CORP	COM	28176E108	15945		114283	SH	SOLE	31		49270	0	65013
EDWARDS LIFESCIENCES CORP	COM	28176E108	33587		240733	SH	SOLE	34		240733	0	0
EDWARDS LIFESCIENCES CORP	COM	28176E108	28364		203299	SH	SOLE	36		203299	0	0
